"",".estimate...1",".estimate...2",".estimate...3",".estimate...4",".estimate...5",".estimate...6",".estimate...7",".estimate...8",".estimate...9",".estimate...10",".estimate...11",".estimate...12",".estimate...13",".estimate...14",".estimate...15",".estimate...16",".estimate...17",".estimate...18",".estimate...19",".estimate...20"
"1",0.998556028413105,0.992933397419631,1.00210752887728,1.00314291849779,0.996330357184975,0.999307437295067,0.995813099074235,1.00344232088187,1.00646098374275,0.994011212951075,0.993957659893923,1.00661175579232,1.00576153881863,0.999594408974515,0.988747321953162,0.987656106201282,0.996665822307523,1.0072475976954,1.00801662475686,0.990188025849987
"2",0.966184326480618,0.966662578396401,0.966022485948732,0.965899806899227,0.966375458044483,0.966231570723339,0.966460400346532,0.965805305788652,0.965730706636975,0.966478326354786,0.966594226753146,0.965629224652681,0.965645411773077,0.966106719884272,0.966801733502956,0.966812201839147,0.966481465109003,0.965555332651957,0.965632416978481,0.96668250824162
"3",0.795913585607565,0.790185757963731,0.798824603746515,0.80084649003325,0.796984097393542,0.793453030965265,0.794069411714291,0.802144669045302,0.802735090232828,0.793583743861912,0.791867714028585,0.801434305229573,0.803401698018499,0.800127179413664,0.787914795975693,0.788717624297569,0.796176522582183,0.802410135212757,0.803015564249183,0.790183189241282
"4",0.99793373409539,1.002679670243,0.995277892131368,0.998888203023537,1.00740385841922,0.996118181888,1.00174157110763,1.00279267841933,0.998452929179974,0.99857738348457,1.00106400404729,1.00378723921405,0.997630927675847,1.00126098144898,1.0045902548403,1.00714567279436,1.00000660172006,0.994114082191116,1.00373331020612,0.996881875997713
"5",0.981612822522496,0.981400392258994,0.981715114270061,0.981574603597223,0.981179836487376,0.981611839146714,0.981443018761686,0.981349458435071,0.981531728565146,0.981518696304926,0.981463410579381,0.981413777759953,0.981662811093991,0.981440722468523,0.981362261928056,0.981269775574804,0.981534955034802,0.981733877636266,0.981399826106811,0.981596105547532
"6",0.797803188649027,0.799826207138427,0.793470896129479,0.796070273408737,0.804845082169385,0.792735897645831,0.798596862711634,0.803239304112672,0.797817196098798,0.798226236435045,0.798637710308949,0.801974776711812,0.795327561467276,0.7999136714567,0.800907865138714,0.802947088350792,0.798505956364048,0.793884238681683,0.800583870724498,0.794691400442253
"7",0.998579532917723,0.992941304220112,1.0020687948682,1.00312992106276,0.996272033837706,0.9992854810372,0.99578454729961,1.00346397050416,1.00643836530351,0.994000408853889,0.993983708611788,1.00661010945581,1.00575064674691,0.999639754911705,0.988754146564119,0.987683953797472,0.996701734214723,1.00726417479583,1.00803444629905,0.990231861694202
"8",0.966185207172355,0.966662494683265,0.966024997926714,0.965900487971347,0.966375733961761,0.966231673011311,0.966462691423144,0.965803336766496,0.965731867732702,0.966477346755322,0.966594227085256,0.965628619773786,0.965645618369548,0.966106729496903,0.966800929882801,0.966812763678753,0.966479812330849,0.965553802912603,0.965630713151926,0.966681796051884
"9",0.795916451751577,0.790191885804096,0.798782672270228,0.800837247589558,0.796936703353174,0.793447284477608,0.794041654593504,0.802147979661625,0.802730266352723,0.793558544777629,0.791895690924735,0.801440732488101,0.803386291275017,0.800191442811919,0.787892002091885,0.788742663476448,0.796201711592453,0.802432042023162,0.803009584406461,0.790221023437668
"10",0.998058977643022,1.00267916904967,0.99525843998551,0.998876284078583,1.00737282755904,0.996146603550272,1.00170344231997,1.00278317415713,0.998424701939466,0.998609439088284,1.0011124804769,1.00391420325341,0.997694178282519,1.001270500737,1.00459059291354,1.00712620446894,1.00005601021096,0.994130904563036,1.0037040927154,0.99688042414103
