"",".estimate...1",".estimate...2",".estimate...3",".estimate...4",".estimate...5",".estimate...6",".estimate...7",".estimate...8",".estimate...9",".estimate...10",".estimate...11",".estimate...12",".estimate...13",".estimate...14",".estimate...15",".estimate...16",".estimate...17",".estimate...18",".estimate...19",".estimate...20"
"1",2.6980416598097,2.68315890311256,2.68810987291631,2.69109336364083,2.68425821035159,2.6847642055826,2.68601614323382,2.70134266276327,2.69087205013772,2.68773113541121,2.68365143427281,2.70670658793731,2.70175148308088,2.69549984711659,2.69213789292299,2.69656142010296,2.68588081006576,2.6984136861241,2.69065134195799,2.68699794399015
"2",0.912645777616629,0.914109992277286,0.912739087753076,0.912038483266126,0.913248869787608,0.913008962294618,0.913444619161148,0.91188730054417,0.911730704367167,0.91361545318124,0.913973533978057,0.911380439230618,0.91148017460439,0.912581741918831,0.914257926805071,0.914031811360717,0.9138189957496,0.911055464836429,0.911631744238876,0.914021757714477
"3",2.21429075112828,2.20406612950864,2.20533660866698,2.20970524806379,2.19848468905756,2.20748746637438,2.20415739902395,2.21982787977263,2.2072595006403,2.20504753853425,2.20398552223468,2.22668888255149,2.21815034981603,2.21237466726221,2.21243691195663,2.21257539048558,2.20780922712362,2.20877750651077,2.20755217860341,2.20514288089921
"4",3.2077855448358,3.21791545953959,3.20647035616661,3.2079328521199,3.23393768195501,3.2263301413752,3.21393713319814,3.23018081157609,3.22218389287554,3.22284165448517,3.22228966633951,3.21217271408672,3.20053407789203,3.21941188731135,3.21273004527015,3.21196116284949,3.21075084084442,3.21156330354765,3.21337615214187,3.22085558725913
"5",0.948092473636807,0.947782937277676,0.948371414561298,0.948249951405687,0.947229984415066,0.947926142020937,0.948213941940504,0.947333448358452,0.94770668773344,0.94802275407937,0.948317704743939,0.947666166201257,0.948435382007598,0.94778669240811,0.947814287772565,0.947576362557776,0.948084543288064,0.948493410541695,0.947571317230509,0.948016654979514
"6",2.42491026372053,2.43652827486722,2.42310976154898,2.42386319134033,2.45226314423689,2.44464098737506,2.43653048091514,2.44496811712852,2.43324433624345,2.43654277946515,2.43909114159619,2.4290955874294,2.42135195162745,2.43536397489619,2.43025028262167,2.43260974816396,2.42652992110418,2.42620041000656,2.42816038298975,2.43668430423018
"7",0.998579532917772,0.992941304220094,1.00206879486819,1.00312992106274,0.996272033837694,0.99928548103719,0.995784547299616,1.00346397050417,1.00643836530352,0.994000408853885,0.993983708611764,1.00661010945588,1.00575064674691,0.999639754911734,0.988754146564121,0.987683953797509,0.996701734214761,1.00726417479582,1.00803444629906,0.990231861694145
"8",0.913803526764975,0.915116620456734,0.913495983083707,0.913140399389767,0.91432517302916,0.914057090536149,0.914627892820648,0.912769073722142,0.912809628648625,0.914480191514361,0.914946434523192,0.912399621241667,0.912379521443294,0.913590030535408,0.915244224495589,0.915188428290706,0.914757700851939,0.912191638519803,0.912559567273806,0.914898433036439
"9",0.795916451751594,0.79019188580408,0.798782672270218,0.800837247589533,0.796936703353156,0.79344728447761,0.794041654593496,0.802147979661644,0.802730266352745,0.793558544777618,0.791895690924707,0.801440732488122,0.80338629127503,0.800191442811959,0.787892002091877,0.788742663476482,0.796201711592484,0.802432042023159,0.803009584406479,0.790221023437625
"10",0.998058977643086,1.00267916904967,0.995258439985527,0.998876284078661,1.0073728275589,0.996146603550198,1.00170344231997,1.00278317415704,0.998424701939411,0.998609439088289,1.00111248047674,1.00391420325331,0.997694178282603,1.00127050073704,1.00459059291354,1.00712620446896,1.00005601021092,0.99413090456309,1.0037040927154,0.996880424141009
"11",0.953296814802985,0.952712427342202,0.953566523090517,0.953196416972077,0.952079396332128,0.953201963282148,0.952817645801791,0.952521459118843,0.953023085521504,0.952954424313583,0.952842476989773,0.952832291542561,0.953476422384491,0.952797641115271,0.952660545110603,0.952434718755547,0.953104488691965,0.953576617713536,0.95278177370386,0.953182830420412
