"","epoch","Middle layers","Number of nodes","Validation","Loss","Batch normalization"
"433",13,"3 layer","huge","Validation error",23.3329792022705,TRUE
"434",14,"3 layer","huge","Validation error",23.4689197540283,TRUE
"435",15,"3 layer","huge","Validation error",24.2897148132324,TRUE
"436",16,"3 layer","huge","Validation error",26.6624526977539,TRUE
"437",17,"3 layer","huge","Validation error",25.2499732971191,TRUE
"438",18,"3 layer","huge","Validation error",24.4568557739258,TRUE
"439",19,"3 layer","huge","Validation error",23.758243560791,TRUE
"440",20,"3 layer","huge","Validation error",23.0757904052734,TRUE
"441",21,"3 layer","huge","Validation error",24.0518093109131,TRUE
"442",22,"3 layer","huge","Validation error",23.7136878967285,TRUE
"443",23,"3 layer","huge","Validation error",23.9872455596924,TRUE
"444",24,"3 layer","huge","Validation error",23.1424522399902,TRUE
"445",25,"3 layer","huge","Validation error",23.4800987243652,TRUE
"446",26,"3 layer","huge","Validation error",24.2164516448975,TRUE
"447",27,"3 layer","huge","Validation error",23.2373924255371,TRUE
"448",28,"3 layer","huge","Validation error",22.8115234375,TRUE
"449",29,"3 layer","huge","Validation error",23.7291831970215,TRUE
"450",30,"3 layer","huge","Validation error",23.2605514526367,TRUE
"451",1,"3 layer","large","Validation error",36.5143585205078,TRUE
"452",2,"3 layer","large","Validation error",24.2606964111328,TRUE
"453",3,"3 layer","large","Validation error",24.8076152801514,TRUE
"454",4,"3 layer","large","Validation error",25.9339275360107,TRUE
"455",5,"3 layer","large","Validation error",26.8695983886719,TRUE
"456",6,"3 layer","large","Validation error",23.7562370300293,TRUE
"457",7,"3 layer","large","Validation error",23.3962593078613,TRUE
"458",8,"3 layer","large","Validation error",24.2203025817871,TRUE
"459",9,"3 layer","large","Validation error",22.6149768829346,TRUE
"460",10,"3 layer","large","Validation error",24.8044872283936,TRUE
"461",11,"3 layer","large","Validation error",23.4571189880371,TRUE
"462",12,"3 layer","large","Validation error",22.8754024505615,TRUE
"463",13,"3 layer","large","Validation error",24.243616104126,TRUE
"464",14,"3 layer","large","Validation error",25.5583992004395,TRUE
"465",15,"3 layer","large","Validation error",24.7634887695312,TRUE
"466",16,"3 layer","large","Validation error",23.6254749298096,TRUE
"467",17,"3 layer","large","Validation error",24.7929286956787,TRUE
"468",18,"3 layer","large","Validation error",23.8583545684814,TRUE
"469",19,"3 layer","large","Validation error",23.1828575134277,TRUE
"470",20,"3 layer","large","Validation error",24.2096309661865,TRUE
"471",21,"3 layer","large","Validation error",25.2330780029297,TRUE
"472",22,"3 layer","large","Validation error",23.8358211517334,TRUE
"473",23,"3 layer","large","Validation error",23.9127426147461,TRUE
"474",24,"3 layer","large","Validation error",23.2759952545166,TRUE
"475",25,"3 layer","large","Validation error",22.7980442047119,TRUE
"476",26,"3 layer","large","Validation error",23.6527976989746,TRUE
"477",27,"3 layer","large","Validation error",24.2241344451904,TRUE
"478",28,"3 layer","large","Validation error",23.41086769104,TRUE
"479",29,"3 layer","large","Validation error",23.9299144744873,TRUE
"480",30,"3 layer","large","Validation error",22.9131031036377,TRUE
"481",1,"3 layer","medium","Validation error",73.6664199829102,TRUE
"482",2,"3 layer","medium","Validation error",31.6513633728027,TRUE
"483",3,"3 layer","medium","Validation error",24.2463779449463,TRUE
"484",4,"3 layer","medium","Validation error",24.6572074890137,TRUE
"485",5,"3 layer","medium","Validation error",26.6039638519287,TRUE
"486",6,"3 layer","medium","Validation error",23.34889793396,TRUE
"487",7,"3 layer","medium","Validation error",25.0035514831543,TRUE
"488",8,"3 layer","medium","Validation error",23.4789733886719,TRUE
"489",9,"3 layer","medium","Validation error",22.9531917572021,TRUE
"490",10,"3 layer","medium","Validation error",23.3093795776367,TRUE
"491",11,"3 layer","medium","Validation error",25.1652412414551,TRUE
"492",12,"3 layer","medium","Validation error",25.2101402282715,TRUE
"493",13,"3 layer","medium","Validation error",24.5075263977051,TRUE
"494",14,"3 layer","medium","Validation error",22.8565063476562,TRUE
"495",15,"3 layer","medium","Validation error",25.709545135498,TRUE
"496",16,"3 layer","medium","Validation error",22.9056816101074,TRUE
"497",17,"3 layer","medium","Validation error",23.1785793304443,TRUE
"498",18,"3 layer","medium","Validation error",26.2870445251465,TRUE
"499",19,"3 layer","medium","Validation error",23.7537403106689,TRUE
"500",20,"3 layer","medium","Validation error",22.8768711090088,TRUE
"501",21,"3 layer","medium","Validation error",23.5227737426758,TRUE
"502",22,"3 layer","medium","Validation error",23.1670894622803,TRUE
"503",23,"3 layer","medium","Validation error",23.2089729309082,TRUE
"504",24,"3 layer","medium","Validation error",24.4103927612305,TRUE
"505",25,"3 layer","medium","Validation error",23.6128196716309,TRUE
"506",26,"3 layer","medium","Validation error",22.8268852233887,TRUE
"507",27,"3 layer","medium","Validation error",22.9711799621582,TRUE
"508",28,"3 layer","medium","Validation error",23.0260429382324,TRUE
"509",29,"3 layer","medium","Validation error",23.0849952697754,TRUE
"510",30,"3 layer","medium","Validation error",23.6332950592041,TRUE
"511",1,"3 layer","medium large","Validation error",61.4329376220703,TRUE
"512",2,"3 layer","medium large","Validation error",28.0562000274658,TRUE
"513",3,"3 layer","medium large","Validation error",25.6746730804443,TRUE
"514",4,"3 layer","medium large","Validation error",23.4502067565918,TRUE
"515",5,"3 layer","medium large","Validation error",24.0576801300049,TRUE
"516",6,"3 layer","medium large","Validation error",26.3958015441895,TRUE
"517",7,"3 layer","medium large","Validation error",24.2952251434326,TRUE
"518",8,"3 layer","medium large","Validation error",22.8714771270752,TRUE
"519",9,"3 layer","medium large","Validation error",24.8383884429932,TRUE
"520",10,"3 layer","medium large","Validation error",24.7300624847412,TRUE
"521",11,"3 layer","medium large","Validation error",24.0672187805176,TRUE
"522",12,"3 layer","medium large","Validation error",23.5829372406006,TRUE
"523",13,"3 layer","medium large","Validation error",23.4409999847412,TRUE
"524",14,"3 layer","medium large","Validation error",23.7900123596191,TRUE
"525",15,"3 layer","medium large","Validation error",27.132007598877,TRUE
"526",16,"3 layer","medium large","Validation error",23.4528293609619,TRUE
"527",17,"3 layer","medium large","Validation error",23.0287837982178,TRUE
"528",18,"3 layer","medium large","Validation error",23.5042781829834,TRUE
"529",19,"3 layer","medium large","Validation error",22.8308734893799,TRUE
"530",20,"3 layer","medium large","Validation error",24.4083728790283,TRUE
"531",21,"3 layer","medium large","Validation error",23.4010601043701,TRUE
"532",22,"3 layer","medium large","Validation error",23.9582862854004,TRUE
"533",23,"3 layer","medium large","Validation error",24.4692974090576,TRUE
"534",24,"3 layer","medium large","Validation error",24.2643489837646,TRUE
"535",25,"3 layer","medium large","Validation error",23.1696815490723,TRUE
"536",26,"3 layer","medium large","Validation error",23.5377674102783,TRUE
"537",27,"3 layer","medium large","Validation error",24.1016616821289,TRUE
"538",28,"3 layer","medium large","Validation error",22.697696685791,TRUE
"539",29,"3 layer","medium large","Validation error",23.2437763214111,TRUE
"540",30,"3 layer","medium large","Validation error",23.3605690002441,TRUE
"541",1,"3 layer","medium small","Validation error",82.383903503418,TRUE
"542",2,"3 layer","medium small","Validation error",45.0646362304688,TRUE
"543",3,"3 layer","medium small","Validation error",27.6884078979492,TRUE
"544",4,"3 layer","medium small","Validation error",25.5961570739746,TRUE
"545",5,"3 layer","medium small","Validation error",25.414722442627,TRUE
"546",6,"3 layer","medium small","Validation error",25.1342105865479,TRUE
"547",7,"3 layer","medium small","Validation error",25.2429428100586,TRUE
"548",8,"3 layer","medium small","Validation error",25.4995498657227,TRUE
"549",9,"3 layer","medium small","Validation error",25.2671298980713,TRUE
"550",10,"3 layer","medium small","Validation error",24.0343837738037,TRUE
"551",11,"3 layer","medium small","Validation error",24.9754161834717,TRUE
"552",12,"3 layer","medium small","Validation error",25.7043952941895,TRUE
"553",13,"3 layer","medium small","Validation error",24.5543098449707,TRUE
"554",14,"3 layer","medium small","Validation error",23.7536888122559,TRUE
"555",15,"3 layer","medium small","Validation error",24.6721019744873,TRUE
"556",16,"3 layer","medium small","Validation error",25.5695323944092,TRUE
"557",17,"3 layer","medium small","Validation error",24.190315246582,TRUE
"558",18,"3 layer","medium small","Validation error",24.4705371856689,TRUE
"559",19,"3 layer","medium small","Validation error",23.1424980163574,TRUE
"560",20,"3 layer","medium small","Validation error",24.4070301055908,TRUE
"561",21,"3 layer","medium small","Validation error",24.5237445831299,TRUE
"562",22,"3 layer","medium small","Validation error",24.0279808044434,TRUE
"563",23,"3 layer","medium small","Validation error",24.6339797973633,TRUE
"564",24,"3 layer","medium small","Validation error",23.5611057281494,TRUE
"565",25,"3 layer","medium small","Validation error",23.4412517547607,TRUE
"566",26,"3 layer","medium small","Validation error",24.0591106414795,TRUE
"567",27,"3 layer","medium small","Validation error",24.7480602264404,TRUE
"568",28,"3 layer","medium small","Validation error",23.6010684967041,TRUE
"569",29,"3 layer","medium small","Validation error",23.4353618621826,TRUE
"570",30,"3 layer","medium small","Validation error",24.6011390686035,TRUE
"571",1,"3 layer","mega","Validation error",33.9319229125977,TRUE
"572",2,"3 layer","mega","Validation error",25.4123802185059,TRUE
"573",3,"3 layer","mega","Validation error",25.0590648651123,TRUE
"574",4,"3 layer","mega","Validation error",26.4703998565674,TRUE
"575",5,"3 layer","mega","Validation error",24.8636894226074,TRUE
"576",6,"3 layer","mega","Validation error",24.8786926269531,TRUE
"577",7,"3 layer","mega","Validation error",23.6166095733643,TRUE
"578",8,"3 layer","mega","Validation error",23.7756958007812,TRUE
"579",9,"3 layer","mega","Validation error",27.361255645752,TRUE
"580",10,"3 layer","mega","Validation error",23.6336517333984,TRUE
"581",11,"3 layer","mega","Validation error",24.1305713653564,TRUE
"582",12,"3 layer","mega","Validation error",24.1856384277344,TRUE
"583",13,"3 layer","mega","Validation error",25.518274307251,TRUE
"584",14,"3 layer","mega","Validation error",23.5551853179932,TRUE
"585",15,"3 layer","mega","Validation error",24.8027839660645,TRUE
"586",16,"3 layer","mega","Validation error",24.6120014190674,TRUE
"587",17,"3 layer","mega","Validation error",25.336763381958,TRUE
"588",18,"3 layer","mega","Validation error",25.1614837646484,TRUE
"589",19,"3 layer","mega","Validation error",23.8210887908936,TRUE
"590",20,"3 layer","mega","Validation error",23.626012802124,TRUE
"591",21,"3 layer","mega","Validation error",23.6574039459229,TRUE
"592",22,"3 layer","mega","Validation error",26.9724941253662,TRUE
"593",23,"3 layer","mega","Validation error",29.3199920654297,TRUE
"594",24,"3 layer","mega","Validation error",23.7422618865967,TRUE
"595",25,"3 layer","mega","Validation error",23.6155853271484,TRUE
"596",26,"3 layer","mega","Validation error",24.1051006317139,TRUE
"597",27,"3 layer","mega","Validation error",23.3370456695557,TRUE
"598",28,"3 layer","mega","Validation error",23.9728412628174,TRUE
"599",29,"3 layer","mega","Validation error",24.2214126586914,TRUE
"600",30,"3 layer","mega","Validation error",23.9811859130859,TRUE
"601",1,"3 layer","small","Validation error",117.424438476562,TRUE
"602",2,"3 layer","small","Validation error",98.9401931762695,TRUE
"603",3,"3 layer","small","Validation error",72.5982971191406,TRUE
"604",4,"3 layer","small","Validation error",41.1265449523926,TRUE
"605",5,"3 layer","small","Validation error",28.1878318786621,TRUE
"606",6,"3 layer","small","Validation error",24.652063369751,TRUE
"607",7,"3 layer","small","Validation error",25.1080207824707,TRUE
"608",8,"3 layer","small","Validation error",24.4113121032715,TRUE
"609",9,"3 layer","small","Validation error",24.0509014129639,TRUE
"610",10,"3 layer","small","Validation error",23.8882179260254,TRUE
"611",11,"3 layer","small","Validation error",24.2305717468262,TRUE
"612",12,"3 layer","small","Validation error",24.5598430633545,TRUE
"613",13,"3 layer","small","Validation error",24.6401958465576,TRUE
"614",14,"3 layer","small","Validation error",24.1089191436768,TRUE
"615",15,"3 layer","small","Validation error",24.1774215698242,TRUE
"616",16,"3 layer","small","Validation error",24.1309413909912,TRUE
"617",17,"3 layer","small","Validation error",24.0310039520264,TRUE
"618",18,"3 layer","small","Validation error",24.0048542022705,TRUE
"619",19,"3 layer","small","Validation error",24.7075748443604,TRUE
"620",20,"3 layer","small","Validation error",24.0915565490723,TRUE
"621",21,"3 layer","small","Validation error",23.9853363037109,TRUE
"622",22,"3 layer","small","Validation error",24.557014465332,TRUE
"623",23,"3 layer","small","Validation error",24.0705718994141,TRUE
"624",24,"3 layer","small","Validation error",24.2162837982178,TRUE
"625",25,"3 layer","small","Validation error",24.5685882568359,TRUE
"626",26,"3 layer","small","Validation error",24.1661834716797,TRUE
"627",27,"3 layer","small","Validation error",24.4402198791504,TRUE
"628",28,"3 layer","small","Validation error",24.1123142242432,TRUE
"629",29,"3 layer","small","Validation error",24.4387531280518,TRUE
"630",30,"3 layer","small","Validation error",24.034029006958,TRUE
"631",1,"4 layer","huge","Validation error",33.0252113342285,TRUE
"632",2,"4 layer","huge","Validation error",25.5401725769043,TRUE
"633",3,"4 layer","huge","Validation error",26.238187789917,TRUE
"634",4,"4 layer","huge","Validation error",24.1796131134033,TRUE
"635",5,"4 layer","huge","Validation error",24.6979942321777,TRUE
"636",6,"4 layer","huge","Validation error",26.4485187530518,TRUE
"637",7,"4 layer","huge","Validation error",23.5518054962158,TRUE
"638",8,"4 layer","huge","Validation error",22.8799228668213,TRUE
"639",9,"4 layer","huge","Validation error",25.1308307647705,TRUE
"640",10,"4 layer","huge","Validation error",29.1079883575439,TRUE
"641",11,"4 layer","huge","Validation error",26.3280563354492,TRUE
"642",12,"4 layer","huge","Validation error",23.8595504760742,TRUE
"643",13,"4 layer","huge","Validation error",25.2642383575439,TRUE
"644",14,"4 layer","huge","Validation error",24.9398708343506,TRUE
"645",15,"4 layer","huge","Validation error",25.5376873016357,TRUE
"646",16,"4 layer","huge","Validation error",23.9446086883545,TRUE
"647",17,"4 layer","huge","Validation error",23.662317276001,TRUE
"648",18,"4 layer","huge","Validation error",23.9585647583008,TRUE
"649",19,"4 layer","huge","Validation error",23.6748085021973,TRUE
"650",20,"4 layer","huge","Validation error",23.6685485839844,TRUE
"651",21,"4 layer","huge","Validation error",25.0610733032227,TRUE
"652",22,"4 layer","huge","Validation error",22.955961227417,TRUE
"653",23,"4 layer","huge","Validation error",24.2330188751221,TRUE
"654",24,"4 layer","huge","Validation error",23.4450950622559,TRUE
"655",25,"4 layer","huge","Validation error",22.9850158691406,TRUE
"656",26,"4 layer","huge","Validation error",24.382381439209,TRUE
"657",27,"4 layer","huge","Validation error",23.492488861084,TRUE
"658",28,"4 layer","huge","Validation error",25.540563583374,TRUE
"659",29,"4 layer","huge","Validation error",23.4892272949219,TRUE
"660",30,"4 layer","huge","Validation error",26.339075088501,TRUE
"661",1,"4 layer","large","Validation error",52.5257873535156,TRUE
"662",2,"4 layer","large","Validation error",25.1056537628174,TRUE
"663",3,"4 layer","large","Validation error",24.8532905578613,TRUE
"664",4,"4 layer","large","Validation error",26.3404846191406,TRUE
"665",5,"4 layer","large","Validation error",26.6442451477051,TRUE
"666",6,"4 layer","large","Validation error",24.7861156463623,TRUE
"667",7,"4 layer","large","Validation error",24.8806819915771,TRUE
"668",8,"4 layer","large","Validation error",25.3636627197266,TRUE
"669",9,"4 layer","large","Validation error",25.4167327880859,TRUE
"670",10,"4 layer","large","Validation error",23.251106262207,TRUE
"671",11,"4 layer","large","Validation error",23.0445995330811,TRUE
"672",12,"4 layer","large","Validation error",25.5515213012695,TRUE
"673",13,"4 layer","large","Validation error",25.6611022949219,TRUE
"674",14,"4 layer","large","Validation error",23.0515575408936,TRUE
"675",15,"4 layer","large","Validation error",23.1182422637939,TRUE
"676",16,"4 layer","large","Validation error",24.7901020050049,TRUE
"677",17,"4 layer","large","Validation error",23.3941497802734,TRUE
"678",18,"4 layer","large","Validation error",23.1645183563232,TRUE
"679",19,"4 layer","large","Validation error",23.0684394836426,TRUE
"680",20,"4 layer","large","Validation error",22.8165035247803,TRUE
"681",21,"4 layer","large","Validation error",23.0438251495361,TRUE
"682",22,"4 layer","large","Validation error",22.955041885376,TRUE
"683",23,"4 layer","large","Validation error",23.714448928833,TRUE
"684",24,"4 layer","large","Validation error",23.2668743133545,TRUE
"685",25,"4 layer","large","Validation error",23.0939254760742,TRUE
"686",26,"4 layer","large","Validation error",23.2582130432129,TRUE
"687",27,"4 layer","large","Validation error",22.9689846038818,TRUE
"688",28,"4 layer","large","Validation error",23.6280689239502,TRUE
"689",29,"4 layer","large","Validation error",22.7541084289551,TRUE
"690",30,"4 layer","large","Validation error",23.6425895690918,TRUE
"691",1,"4 layer","medium","Validation error",88.9714965820312,TRUE
"692",2,"4 layer","medium","Validation error",46.5314979553223,TRUE
"693",3,"4 layer","medium","Validation error",27.7516498565674,TRUE
"694",4,"4 layer","medium","Validation error",24.8369369506836,TRUE
"695",5,"4 layer","medium","Validation error",23.4093246459961,TRUE
"696",6,"4 layer","medium","Validation error",23.8307514190674,TRUE
"697",7,"4 layer","medium","Validation error",25.6246547698975,TRUE
"698",8,"4 layer","medium","Validation error",24.8221263885498,TRUE
"699",9,"4 layer","medium","Validation error",23.7286853790283,TRUE
"700",10,"4 layer","medium","Validation error",22.9314212799072,TRUE
"701",11,"4 layer","medium","Validation error",22.7798690795898,TRUE
"702",12,"4 layer","medium","Validation error",23.3409576416016,TRUE
"703",13,"4 layer","medium","Validation error",22.9262542724609,TRUE
"704",14,"4 layer","medium","Validation error",22.9503746032715,TRUE
"705",15,"4 layer","medium","Validation error",23.8322296142578,TRUE
"706",16,"4 layer","medium","Validation error",22.9830131530762,TRUE
"707",17,"4 layer","medium","Validation error",22.9827251434326,TRUE
"708",18,"4 layer","medium","Validation error",23.0207824707031,TRUE
"709",19,"4 layer","medium","Validation error",24.1733055114746,TRUE
"710",20,"4 layer","medium","Validation error",23.1438407897949,TRUE
"711",21,"4 layer","medium","Validation error",23.3260746002197,TRUE
"712",22,"4 layer","medium","Validation error",24.3184547424316,TRUE
"713",23,"4 layer","medium","Validation error",23.15163230896,TRUE
"714",24,"4 layer","medium","Validation error",23.1550331115723,TRUE
"715",25,"4 layer","medium","Validation error",23.36594581604,TRUE
"716",26,"4 layer","medium","Validation error",23.1444931030273,TRUE
"717",27,"4 layer","medium","Validation error",23.2085094451904,TRUE
"718",28,"4 layer","medium","Validation error",23.814754486084,TRUE
"719",29,"4 layer","medium","Validation error",22.9976863861084,TRUE
"720",30,"4 layer","medium","Validation error",23.1498870849609,TRUE
"721",1,"4 layer","medium large","Validation error",53.9705810546875,TRUE
"722",2,"4 layer","medium large","Validation error",33.6506309509277,TRUE
"723",3,"4 layer","medium large","Validation error",26.1827011108398,TRUE
"724",4,"4 layer","medium large","Validation error",23.8076839447021,TRUE
"725",5,"4 layer","medium large","Validation error",24.7286167144775,TRUE
"726",6,"4 layer","medium large","Validation error",26.3526210784912,TRUE
"727",7,"4 layer","medium large","Validation error",24.7379779815674,TRUE
"728",8,"4 layer","medium large","Validation error",24.2427101135254,TRUE
"729",9,"4 layer","medium large","Validation error",24.7580146789551,TRUE
"730",10,"4 layer","medium large","Validation error",22.8576240539551,TRUE
"731",11,"4 layer","medium large","Validation error",23.6097011566162,TRUE
"732",12,"4 layer","medium large","Validation error",23.4151954650879,TRUE
"733",13,"4 layer","medium large","Validation error",23.8325653076172,TRUE
"734",14,"4 layer","medium large","Validation error",25.9475021362305,TRUE
"735",15,"4 layer","medium large","Validation error",24.0666046142578,TRUE
"736",16,"4 layer","medium large","Validation error",24.2256526947021,TRUE
"737",17,"4 layer","medium large","Validation error",23.7434062957764,TRUE
"738",18,"4 layer","medium large","Validation error",22.7865715026855,TRUE
"739",19,"4 layer","medium large","Validation error",23.191801071167,TRUE
"740",20,"4 layer","medium large","Validation error",23.1497688293457,TRUE
"741",21,"4 layer","medium large","Validation error",22.6422538757324,TRUE
"742",22,"4 layer","medium large","Validation error",23.9618759155273,TRUE
"743",23,"4 layer","medium large","Validation error",23.6224708557129,TRUE
"744",24,"4 layer","medium large","Validation error",23.187858581543,TRUE
"745",25,"4 layer","medium large","Validation error",23.2232093811035,TRUE
"746",26,"4 layer","medium large","Validation error",23.2725639343262,TRUE
"747",27,"4 layer","medium large","Validation error",22.8325939178467,TRUE
"748",28,"4 layer","medium large","Validation error",22.9577293395996,TRUE
"749",29,"4 layer","medium large","Validation error",23.1294956207275,TRUE
"750",30,"4 layer","medium large","Validation error",22.997709274292,TRUE
"751",1,"4 layer","medium small","Validation error",119.161987304688,TRUE
"752",2,"4 layer","medium small","Validation error",88.5613632202148,TRUE
"753",3,"4 layer","medium small","Validation error",50.8870086669922,TRUE
"754",4,"4 layer","medium small","Validation error",30.0151557922363,TRUE
"755",5,"4 layer","medium small","Validation error",26.1788444519043,TRUE
"756",6,"4 layer","medium small","Validation error",24.1728420257568,TRUE
"757",7,"4 layer","medium small","Validation error",25.0151195526123,TRUE
"758",8,"4 layer","medium small","Validation error",24.1967926025391,TRUE
"759",9,"4 layer","medium small","Validation error",25.0997161865234,TRUE
"760",10,"4 layer","medium small","Validation error",24.3525733947754,TRUE
"761",11,"4 layer","medium small","Validation error",23.7717971801758,TRUE
"762",12,"4 layer","medium small","Validation error",23.8082237243652,TRUE
"763",13,"4 layer","medium small","Validation error",23.41086769104,TRUE
"764",14,"4 layer","medium small","Validation error",24.2419300079346,TRUE
"765",15,"4 layer","medium small","Validation error",23.6126766204834,TRUE
"766",16,"4 layer","medium small","Validation error",22.6837768554688,TRUE
"767",17,"4 layer","medium small","Validation error",23.8047142028809,TRUE
"768",18,"4 layer","medium small","Validation error",23.0299434661865,TRUE
"769",19,"4 layer","medium small","Validation error",23.1696071624756,TRUE
"770",20,"4 layer","medium small","Validation error",22.7700176239014,TRUE
"771",21,"4 layer","medium small","Validation error",23.4399242401123,TRUE
"772",22,"4 layer","medium small","Validation error",23.2627487182617,TRUE
"773",23,"4 layer","medium small","Validation error",22.7508544921875,TRUE
"774",24,"4 layer","medium small","Validation error",23.0305290222168,TRUE
"775",25,"4 layer","medium small","Validation error",22.919361114502,TRUE
"776",26,"4 layer","medium small","Validation error",22.710750579834,TRUE
"777",27,"4 layer","medium small","Validation error",22.6669673919678,TRUE
"778",28,"4 layer","medium small","Validation error",22.6741199493408,TRUE
"779",29,"4 layer","medium small","Validation error",23.3725872039795,TRUE
"780",30,"4 layer","medium small","Validation error",22.7113704681396,TRUE
"781",1,"4 layer","mega","Validation error",36.0293350219727,TRUE
"782",2,"4 layer","mega","Validation error",25.9202861785889,TRUE
"783",3,"4 layer","mega","Validation error",34.2739295959473,TRUE
"784",4,"4 layer","mega","Validation error",29.9155960083008,TRUE
"785",5,"4 layer","mega","Validation error",29.2627773284912,TRUE
"786",6,"4 layer","mega","Validation error",22.8203525543213,TRUE
"787",7,"4 layer","mega","Validation error",30.4243412017822,TRUE
"788",8,"4 layer","mega","Validation error",24.3714447021484,TRUE
"789",9,"4 layer","mega","Validation error",22.6614589691162,TRUE
"790",10,"4 layer","mega","Validation error",23.5707130432129,TRUE
"791",11,"4 layer","mega","Validation error",23.8898506164551,TRUE
"792",12,"4 layer","mega","Validation error",23.4426116943359,TRUE
"793",13,"4 layer","mega","Validation error",24.7627143859863,TRUE
"794",14,"4 layer","mega","Validation error",23.0218353271484,TRUE
"795",15,"4 layer","mega","Validation error",26.1847114562988,TRUE
"796",16,"4 layer","mega","Validation error",23.501594543457,TRUE
"797",17,"4 layer","mega","Validation error",23.2461795806885,TRUE
"798",18,"4 layer","mega","Validation error",23.6149997711182,TRUE
"799",19,"4 layer","mega","Validation error",23.724889755249,TRUE
"800",20,"4 layer","mega","Validation error",25.8776340484619,TRUE
"801",21,"4 layer","mega","Validation error",23.8326835632324,TRUE
"802",22,"4 layer","mega","Validation error",23.8512878417969,TRUE
"803",23,"4 layer","mega","Validation error",28.8198146820068,TRUE
"804",24,"4 layer","mega","Validation error",23.9903564453125,TRUE
"805",25,"4 layer","mega","Validation error",25.3962535858154,TRUE
"806",26,"4 layer","mega","Validation error",23.6512756347656,TRUE
"807",27,"4 layer","mega","Validation error",23.690299987793,TRUE
"808",28,"4 layer","mega","Validation error",23.6604843139648,TRUE
"809",29,"4 layer","mega","Validation error",23.2929744720459,TRUE
"810",30,"4 layer","mega","Validation error",23.5645790100098,TRUE
"811",1,"4 layer","small","Validation error",106.930511474609,TRUE
"812",2,"4 layer","small","Validation error",86.7965240478516,TRUE
"813",3,"4 layer","small","Validation error",67.1199035644531,TRUE
"814",4,"4 layer","small","Validation error",47.3149681091309,TRUE
"815",5,"4 layer","small","Validation error",34.5827789306641,TRUE
"816",6,"4 layer","small","Validation error",25.7894268035889,TRUE
"817",7,"4 layer","small","Validation error",25.2716484069824,TRUE
"818",8,"4 layer","small","Validation error",25.1836128234863,TRUE
"819",9,"4 layer","small","Validation error",24.8400115966797,TRUE
"820",10,"4 layer","small","Validation error",24.5273723602295,TRUE
"821",11,"4 layer","small","Validation error",24.2590465545654,TRUE
"822",12,"4 layer","small","Validation error",24.3280086517334,TRUE
"823",13,"4 layer","small","Validation error",24.4943733215332,TRUE
"824",14,"4 layer","small","Validation error",24.0307025909424,TRUE
"825",15,"4 layer","small","Validation error",24.321870803833,TRUE
"826",16,"4 layer","small","Validation error",24.2116298675537,TRUE
"827",17,"4 layer","small","Validation error",24.264196395874,TRUE
"828",18,"4 layer","small","Validation error",24.1634998321533,TRUE
"829",19,"4 layer","small","Validation error",24.4771175384521,TRUE
"830",20,"4 layer","small","Validation error",24.3691997528076,TRUE
"831",21,"4 layer","small","Validation error",24.1800556182861,TRUE
"832",22,"4 layer","small","Validation error",24.1635894775391,TRUE
"833",23,"4 layer","small","Validation error",24.2035522460938,TRUE
"834",24,"4 layer","small","Validation error",23.9644355773926,TRUE
"835",25,"4 layer","small","Validation error",24.5135135650635,TRUE
"836",26,"4 layer","small","Validation error",23.708423614502,TRUE
"837",27,"4 layer","small","Validation error",24.5436134338379,TRUE
"838",28,"4 layer","small","Validation error",24.3617858886719,TRUE
"839",29,"4 layer","small","Validation error",24.1039695739746,TRUE
"840",30,"4 layer","small","Validation error",24.1858139038086,TRUE
"841",1,"5 layer","huge","Validation error",47.9169502258301,TRUE
"842",2,"5 layer","huge","Validation error",27.1134414672852,TRUE
"843",3,"5 layer","huge","Validation error",27.4089431762695,TRUE
"844",4,"5 layer","huge","Validation error",24.502965927124,TRUE
"845",5,"5 layer","huge","Validation error",26.7151508331299,TRUE
"846",6,"5 layer","huge","Validation error",25.9780540466309,TRUE
"847",7,"5 layer","huge","Validation error",23.4472904205322,TRUE
"848",8,"5 layer","huge","Validation error",24.8475704193115,TRUE
"849",9,"5 layer","huge","Validation error",27.0477237701416,TRUE
"850",10,"5 layer","huge","Validation error",23.5844860076904,TRUE
"851",11,"5 layer","huge","Validation error",23.1782569885254,TRUE
"852",12,"5 layer","huge","Validation error",24.0673065185547,TRUE
"853",13,"5 layer","huge","Validation error",22.8576793670654,TRUE
"854",14,"5 layer","huge","Validation error",24.9687271118164,TRUE
"855",15,"5 layer","huge","Validation error",23.4561710357666,TRUE
"856",16,"5 layer","huge","Validation error",23.2541408538818,TRUE
"857",17,"5 layer","huge","Validation error",24.1202793121338,TRUE
"858",18,"5 layer","huge","Validation error",27.0104370117188,TRUE
"859",19,"5 layer","huge","Validation error",23.7816104888916,TRUE
"860",20,"5 layer","huge","Validation error",23.9600353240967,TRUE
"861",21,"5 layer","huge","Validation error",23.5766124725342,TRUE
"862",22,"5 layer","huge","Validation error",23.0669326782227,TRUE
"863",23,"5 layer","huge","Validation error",24.6470794677734,TRUE
"864",24,"5 layer","huge","Validation error",23.2683773040771,TRUE
"865",25,"5 layer","huge","Validation error",23.4941501617432,TRUE
"866",26,"5 layer","huge","Validation error",23.6479721069336,TRUE
"867",27,"5 layer","huge","Validation error",23.1128215789795,TRUE
"868",28,"5 layer","huge","Validation error",23.1785430908203,TRUE
"869",29,"5 layer","huge","Validation error",23.2753829956055,TRUE
