"","epoch","Middle layers","Number of nodes","Validation","Loss","Batch normalization"
"1306",16,"2 layer","large","Training error",29.6018524169922,TRUE
"1307",17,"2 layer","large","Training error",29.5110473632812,TRUE
"1308",18,"2 layer","large","Training error",29.5480937957764,TRUE
"1309",19,"2 layer","large","Training error",29.4328136444092,TRUE
"1310",20,"2 layer","large","Training error",29.5011291503906,TRUE
"1311",21,"2 layer","large","Training error",29.4721221923828,TRUE
"1312",22,"2 layer","large","Training error",29.2790946960449,TRUE
"1313",23,"2 layer","large","Training error",29.484712600708,TRUE
"1314",24,"2 layer","large","Training error",29.2589950561523,TRUE
"1315",25,"2 layer","large","Training error",29.3241233825684,TRUE
"1316",26,"2 layer","large","Training error",29.3322925567627,TRUE
"1317",27,"2 layer","large","Training error",29.3053493499756,TRUE
"1318",28,"2 layer","large","Training error",29.1980171203613,TRUE
"1319",29,"2 layer","large","Training error",29.3025550842285,TRUE
"1320",30,"2 layer","large","Training error",29.2137336730957,TRUE
"1321",1,"2 layer","medium","Training error",91.6371383666992,TRUE
"1322",2,"2 layer","medium","Training error",40.848461151123,TRUE
"1323",3,"2 layer","medium","Training error",30.5415992736816,TRUE
"1324",4,"2 layer","medium","Training error",30.4849224090576,TRUE
"1325",5,"2 layer","medium","Training error",30.401668548584,TRUE
"1326",6,"2 layer","medium","Training error",30.3504428863525,TRUE
"1327",7,"2 layer","medium","Training error",30.2916221618652,TRUE
"1328",8,"2 layer","medium","Training error",30.2895565032959,TRUE
"1329",9,"2 layer","medium","Training error",30.168062210083,TRUE
"1330",10,"2 layer","medium","Training error",30.1040229797363,TRUE
"1331",11,"2 layer","medium","Training error",29.9678421020508,TRUE
"1332",12,"2 layer","medium","Training error",29.9303188323975,TRUE
"1333",13,"2 layer","medium","Training error",29.775936126709,TRUE
"1334",14,"2 layer","medium","Training error",29.8916759490967,TRUE
"1335",15,"2 layer","medium","Training error",29.7847175598145,TRUE
"1336",16,"2 layer","medium","Training error",29.7088394165039,TRUE
"1337",17,"2 layer","medium","Training error",29.7813549041748,TRUE
"1338",18,"2 layer","medium","Training error",29.6195945739746,TRUE
"1339",19,"2 layer","medium","Training error",29.7253112792969,TRUE
"1340",20,"2 layer","medium","Training error",29.6762847900391,TRUE
"1341",21,"2 layer","medium","Training error",29.6552333831787,TRUE
"1342",22,"2 layer","medium","Training error",29.5821647644043,TRUE
"1343",23,"2 layer","medium","Training error",29.5675754547119,TRUE
"1344",24,"2 layer","medium","Training error",29.5840187072754,TRUE
"1345",25,"2 layer","medium","Training error",29.5593070983887,TRUE
"1346",26,"2 layer","medium","Training error",29.4458351135254,TRUE
"1347",27,"2 layer","medium","Training error",29.4704666137695,TRUE
"1348",28,"2 layer","medium","Training error",29.4205627441406,TRUE
"1349",29,"2 layer","medium","Training error",29.4906024932861,TRUE
"1350",30,"2 layer","medium","Training error",29.3724918365479,TRUE
"1351",1,"2 layer","medium large","Training error",79.2387847900391,TRUE
"1352",2,"2 layer","medium large","Training error",32.3090744018555,TRUE
"1353",3,"2 layer","medium large","Training error",30.7320957183838,TRUE
"1354",4,"2 layer","medium large","Training error",30.5795612335205,TRUE
"1355",5,"2 layer","medium large","Training error",30.4609928131104,TRUE
"1356",6,"2 layer","medium large","Training error",30.480920791626,TRUE
"1357",7,"2 layer","medium large","Training error",30.4190807342529,TRUE
"1358",8,"2 layer","medium large","Training error",30.2483291625977,TRUE
"1359",9,"2 layer","medium large","Training error",30.2044105529785,TRUE
"1360",10,"2 layer","medium large","Training error",30.0336685180664,TRUE
"1361",11,"2 layer","medium large","Training error",30.0160980224609,TRUE
"1362",12,"2 layer","medium large","Training error",30.0080490112305,TRUE
"1363",13,"2 layer","medium large","Training error",29.8888835906982,TRUE
"1364",14,"2 layer","medium large","Training error",29.7886924743652,TRUE
"1365",15,"2 layer","medium large","Training error",29.9312896728516,TRUE
"1366",16,"2 layer","medium large","Training error",29.7347850799561,TRUE
"1367",17,"2 layer","medium large","Training error",29.6906127929688,TRUE
"1368",18,"2 layer","medium large","Training error",29.667013168335,TRUE
"1369",19,"2 layer","medium large","Training error",29.6139602661133,TRUE
"1370",20,"2 layer","medium large","Training error",29.5156154632568,TRUE
"1371",21,"2 layer","medium large","Training error",29.644401550293,TRUE
"1372",22,"2 layer","medium large","Training error",29.4312381744385,TRUE
"1373",23,"2 layer","medium large","Training error",29.5911159515381,TRUE
"1374",24,"2 layer","medium large","Training error",29.443754196167,TRUE
"1375",25,"2 layer","medium large","Training error",29.3235187530518,TRUE
"1376",26,"2 layer","medium large","Training error",29.2254600524902,TRUE
"1377",27,"2 layer","medium large","Training error",29.3111515045166,TRUE
"1378",28,"2 layer","medium large","Training error",29.3650665283203,TRUE
"1379",29,"2 layer","medium large","Training error",29.3632011413574,TRUE
"1380",30,"2 layer","medium large","Training error",29.4516124725342,TRUE
"1381",1,"2 layer","medium small","Training error",103.287048339844,TRUE
"1382",2,"2 layer","medium small","Training error",58.8677406311035,TRUE
"1383",3,"2 layer","medium small","Training error",32.9124412536621,TRUE
"1384",4,"2 layer","medium small","Training error",30.6260280609131,TRUE
"1385",5,"2 layer","medium small","Training error",30.5683269500732,TRUE
"1386",6,"2 layer","medium small","Training error",30.5553283691406,TRUE
"1387",7,"2 layer","medium small","Training error",30.4915962219238,TRUE
"1388",8,"2 layer","medium small","Training error",30.5609149932861,TRUE
"1389",9,"2 layer","medium small","Training error",30.4599571228027,TRUE
"1390",10,"2 layer","medium small","Training error",30.4600601196289,TRUE
"1391",11,"2 layer","medium small","Training error",30.4209327697754,TRUE
"1392",12,"2 layer","medium small","Training error",30.3927803039551,TRUE
"1393",13,"2 layer","medium small","Training error",30.3552665710449,TRUE
"1394",14,"2 layer","medium small","Training error",30.3285331726074,TRUE
"1395",15,"2 layer","medium small","Training error",30.3698329925537,TRUE
"1396",16,"2 layer","medium small","Training error",30.3400402069092,TRUE
"1397",17,"2 layer","medium small","Training error",30.2346725463867,TRUE
"1398",18,"2 layer","medium small","Training error",30.2526111602783,TRUE
"1399",19,"2 layer","medium small","Training error",30.2094898223877,TRUE
"1400",20,"2 layer","medium small","Training error",30.1517677307129,TRUE
"1401",21,"2 layer","medium small","Training error",30.2065029144287,TRUE
"1402",22,"2 layer","medium small","Training error",30.0849304199219,TRUE
"1403",23,"2 layer","medium small","Training error",30.0947208404541,TRUE
"1404",24,"2 layer","medium small","Training error",30.0611019134521,TRUE
"1405",25,"2 layer","medium small","Training error",30.1442317962646,TRUE
"1406",26,"2 layer","medium small","Training error",30.0625228881836,TRUE
"1407",27,"2 layer","medium small","Training error",30.0546455383301,TRUE
"1408",28,"2 layer","medium small","Training error",30.0142440795898,TRUE
"1409",29,"2 layer","medium small","Training error",29.9651565551758,TRUE
"1410",30,"2 layer","medium small","Training error",29.90478515625,TRUE
"1411",1,"2 layer","mega","Training error",54.9846687316895,TRUE
"1412",2,"2 layer","mega","Training error",31.242826461792,TRUE
"1413",3,"2 layer","mega","Training error",30.9270687103271,TRUE
"1414",4,"2 layer","mega","Training error",30.7337818145752,TRUE
"1415",5,"2 layer","mega","Training error",30.5390510559082,TRUE
"1416",6,"2 layer","mega","Training error",30.4156169891357,TRUE
"1417",7,"2 layer","mega","Training error",30.3106288909912,TRUE
"1418",8,"2 layer","mega","Training error",30.1410064697266,TRUE
"1419",9,"2 layer","mega","Training error",30.2066040039062,TRUE
"1420",10,"2 layer","mega","Training error",30.0726585388184,TRUE
"1421",11,"2 layer","mega","Training error",29.9643402099609,TRUE
"1422",12,"2 layer","mega","Training error",29.9277763366699,TRUE
"1423",13,"2 layer","mega","Training error",29.8556270599365,TRUE
"1424",14,"2 layer","mega","Training error",29.7440414428711,TRUE
"1425",15,"2 layer","mega","Training error",29.8412303924561,TRUE
"1426",16,"2 layer","mega","Training error",29.6919078826904,TRUE
"1427",17,"2 layer","mega","Training error",29.4659767150879,TRUE
"1428",18,"2 layer","mega","Training error",29.6201000213623,TRUE
"1429",19,"2 layer","mega","Training error",29.6265487670898,TRUE
"1430",20,"2 layer","mega","Training error",29.4387340545654,TRUE
"1431",21,"2 layer","mega","Training error",29.5764961242676,TRUE
"1432",22,"2 layer","mega","Training error",29.4228687286377,TRUE
"1433",23,"2 layer","mega","Training error",29.4665393829346,TRUE
"1434",24,"2 layer","mega","Training error",29.2476577758789,TRUE
"1435",25,"2 layer","mega","Training error",29.2548789978027,TRUE
"1436",26,"2 layer","mega","Training error",29.371898651123,TRUE
"1437",27,"2 layer","mega","Training error",29.5080642700195,TRUE
"1438",28,"2 layer","mega","Training error",29.2591609954834,TRUE
"1439",29,"2 layer","mega","Training error",29.2227764129639,TRUE
"1440",30,"2 layer","mega","Training error",29.3422927856445,TRUE
"1441",1,"2 layer","small","Training error",111.266983032227,TRUE
"1442",2,"2 layer","small","Training error",74.4234924316406,TRUE
"1443",3,"2 layer","small","Training error",45.9033622741699,TRUE
"1444",4,"2 layer","small","Training error",32.074821472168,TRUE
"1445",5,"2 layer","small","Training error",31.0292892456055,TRUE
"1446",6,"2 layer","small","Training error",31.017822265625,TRUE
"1447",7,"2 layer","small","Training error",30.8833465576172,TRUE
"1448",8,"2 layer","small","Training error",30.9093723297119,TRUE
"1449",9,"2 layer","small","Training error",30.9034614562988,TRUE
"1450",10,"2 layer","small","Training error",30.8828582763672,TRUE
"1451",11,"2 layer","small","Training error",30.8431396484375,TRUE
"1452",12,"2 layer","small","Training error",30.8607654571533,TRUE
"1453",13,"2 layer","small","Training error",30.8629703521729,TRUE
"1454",14,"2 layer","small","Training error",30.8463153839111,TRUE
"1455",15,"2 layer","small","Training error",30.8392906188965,TRUE
"1456",16,"2 layer","small","Training error",30.7592163085938,TRUE
"1457",17,"2 layer","small","Training error",30.7372169494629,TRUE
"1458",18,"2 layer","small","Training error",30.7586517333984,TRUE
"1459",19,"2 layer","small","Training error",30.7286796569824,TRUE
"1460",20,"2 layer","small","Training error",30.7998161315918,TRUE
"1461",21,"2 layer","small","Training error",30.7285003662109,TRUE
"1462",22,"2 layer","small","Training error",30.6631755828857,TRUE
"1463",23,"2 layer","small","Training error",30.6807079315186,TRUE
"1464",24,"2 layer","small","Training error",30.6032085418701,TRUE
"1465",25,"2 layer","small","Training error",30.6818618774414,TRUE
"1466",26,"2 layer","small","Training error",30.6545791625977,TRUE
"1467",27,"2 layer","small","Training error",30.588903427124,TRUE
"1468",28,"2 layer","small","Training error",30.5879249572754,TRUE
"1469",29,"2 layer","small","Training error",30.5021686553955,TRUE
"1470",30,"2 layer","small","Training error",30.5132923126221,TRUE
"1471",1,"3 layer","huge","Training error",69.0216598510742,TRUE
"1472",2,"3 layer","huge","Training error",31.099781036377,TRUE
"1473",3,"3 layer","huge","Training error",30.7780628204346,TRUE
"1474",4,"3 layer","huge","Training error",30.681827545166,TRUE
"1475",5,"3 layer","huge","Training error",30.4104404449463,TRUE
"1476",6,"3 layer","huge","Training error",30.3576068878174,TRUE
"1477",7,"3 layer","huge","Training error",30.1086311340332,TRUE
"1478",8,"3 layer","huge","Training error",30.2727680206299,TRUE
"1479",9,"3 layer","huge","Training error",30.0660781860352,TRUE
"1480",10,"3 layer","huge","Training error",30.1332263946533,TRUE
"1481",11,"3 layer","huge","Training error",29.9076347351074,TRUE
"1482",12,"3 layer","huge","Training error",29.768928527832,TRUE
"1483",13,"3 layer","huge","Training error",29.7579212188721,TRUE
"1484",14,"3 layer","huge","Training error",29.8435382843018,TRUE
"1485",15,"3 layer","huge","Training error",29.703369140625,TRUE
"1486",16,"3 layer","huge","Training error",29.6110324859619,TRUE
"1487",17,"3 layer","huge","Training error",29.3269786834717,TRUE
"1488",18,"3 layer","huge","Training error",29.4235496520996,TRUE
"1489",19,"3 layer","huge","Training error",29.4193687438965,TRUE
"1490",20,"3 layer","huge","Training error",29.4607009887695,TRUE
"1491",21,"3 layer","huge","Training error",29.1979637145996,TRUE
"1492",22,"3 layer","huge","Training error",29.28098487854,TRUE
"1493",23,"3 layer","huge","Training error",29.1343002319336,TRUE
"1494",24,"3 layer","huge","Training error",29.2875118255615,TRUE
"1495",25,"3 layer","huge","Training error",29.3605499267578,TRUE
"1496",26,"3 layer","huge","Training error",29.2365875244141,TRUE
"1497",27,"3 layer","huge","Training error",29.2671890258789,TRUE
"1498",28,"3 layer","huge","Training error",29.1832180023193,TRUE
"1499",29,"3 layer","huge","Training error",29.2863330841064,TRUE
"1500",30,"3 layer","huge","Training error",29.1759662628174,TRUE
"1501",1,"3 layer","large","Training error",79.9182052612305,TRUE
"1502",2,"3 layer","large","Training error",32.3553924560547,TRUE
"1503",3,"3 layer","large","Training error",30.8199424743652,TRUE
"1504",4,"3 layer","large","Training error",30.5732517242432,TRUE
"1505",5,"3 layer","large","Training error",30.5621490478516,TRUE
"1506",6,"3 layer","large","Training error",30.3874912261963,TRUE
"1507",7,"3 layer","large","Training error",30.3034858703613,TRUE
"1508",8,"3 layer","large","Training error",30.2240333557129,TRUE
"1509",9,"3 layer","large","Training error",30.0542259216309,TRUE
"1510",10,"3 layer","large","Training error",29.959415435791,TRUE
"1511",11,"3 layer","large","Training error",29.7418804168701,TRUE
"1512",12,"3 layer","large","Training error",29.8285236358643,TRUE
"1513",13,"3 layer","large","Training error",29.7967147827148,TRUE
"1514",14,"3 layer","large","Training error",29.6487998962402,TRUE
"1515",15,"3 layer","large","Training error",29.6581783294678,TRUE
"1516",16,"3 layer","large","Training error",29.5024795532227,TRUE
"1517",17,"3 layer","large","Training error",29.5439300537109,TRUE
"1518",18,"3 layer","large","Training error",29.6328735351562,TRUE
"1519",19,"3 layer","large","Training error",29.1669464111328,TRUE
"1520",20,"3 layer","large","Training error",29.4217090606689,TRUE
"1521",21,"3 layer","large","Training error",29.4662895202637,TRUE
"1522",22,"3 layer","large","Training error",29.1836795806885,TRUE
"1523",23,"3 layer","large","Training error",29.4476432800293,TRUE
"1524",24,"3 layer","large","Training error",29.4827537536621,TRUE
"1525",25,"3 layer","large","Training error",29.283239364624,TRUE
"1526",26,"3 layer","large","Training error",29.1751537322998,TRUE
"1527",27,"3 layer","large","Training error",29.1991500854492,TRUE
"1528",28,"3 layer","large","Training error",29.3106098175049,TRUE
"1529",29,"3 layer","large","Training error",29.2442474365234,TRUE
"1530",30,"3 layer","large","Training error",29.120059967041,TRUE
"1531",1,"3 layer","medium","Training error",96.9395751953125,TRUE
"1532",2,"3 layer","medium","Training error",54.0779342651367,TRUE
"1533",3,"3 layer","medium","Training error",31.6956481933594,TRUE
"1534",4,"3 layer","medium","Training error",30.5730304718018,TRUE
"1535",5,"3 layer","medium","Training error",30.5175285339355,TRUE
"1536",6,"3 layer","medium","Training error",30.4224758148193,TRUE
"1537",7,"3 layer","medium","Training error",30.3658275604248,TRUE
"1538",8,"3 layer","medium","Training error",30.2446403503418,TRUE
"1539",9,"3 layer","medium","Training error",30.2171077728271,TRUE
"1540",10,"3 layer","medium","Training error",30.1635074615479,TRUE
"1541",11,"3 layer","medium","Training error",30.2402114868164,TRUE
"1542",12,"3 layer","medium","Training error",30.0530376434326,TRUE
"1543",13,"3 layer","medium","Training error",30.0245800018311,TRUE
"1544",14,"3 layer","medium","Training error",30.0023555755615,TRUE
"1545",15,"3 layer","medium","Training error",29.9078903198242,TRUE
"1546",16,"3 layer","medium","Training error",29.8081531524658,TRUE
"1547",17,"3 layer","medium","Training error",29.7933006286621,TRUE
"1548",18,"3 layer","medium","Training error",29.6444969177246,TRUE
"1549",19,"3 layer","medium","Training error",29.6776275634766,TRUE
"1550",20,"3 layer","medium","Training error",29.6281433105469,TRUE
"1551",21,"3 layer","medium","Training error",29.6169261932373,TRUE
"1552",22,"3 layer","medium","Training error",29.4928150177002,TRUE
"1553",23,"3 layer","medium","Training error",29.7433624267578,TRUE
"1554",24,"3 layer","medium","Training error",29.505880355835,TRUE
"1555",25,"3 layer","medium","Training error",29.7719879150391,TRUE
"1556",26,"3 layer","medium","Training error",29.6693916320801,TRUE
"1557",27,"3 layer","medium","Training error",29.4505805969238,TRUE
"1558",28,"3 layer","medium","Training error",29.4147396087646,TRUE
"1559",29,"3 layer","medium","Training error",29.5424270629883,TRUE
"1560",30,"3 layer","medium","Training error",29.415943145752,TRUE
"1561",1,"3 layer","medium large","Training error",92.0171508789062,TRUE
"1562",2,"3 layer","medium large","Training error",42.2488784790039,TRUE
"1563",3,"3 layer","medium large","Training error",30.684362411499,TRUE
"1564",4,"3 layer","medium large","Training error",30.6544437408447,TRUE
"1565",5,"3 layer","medium large","Training error",30.4411602020264,TRUE
"1566",6,"3 layer","medium large","Training error",30.6043338775635,TRUE
"1567",7,"3 layer","medium large","Training error",30.3496379852295,TRUE
"1568",8,"3 layer","medium large","Training error",30.1314430236816,TRUE
"1569",9,"3 layer","medium large","Training error",30.1365756988525,TRUE
"1570",10,"3 layer","medium large","Training error",30.1573677062988,TRUE
"1571",11,"3 layer","medium large","Training error",30.1327972412109,TRUE
"1572",12,"3 layer","medium large","Training error",29.857479095459,TRUE
"1573",13,"3 layer","medium large","Training error",29.8014869689941,TRUE
"1574",14,"3 layer","medium large","Training error",29.7479305267334,TRUE
"1575",15,"3 layer","medium large","Training error",29.8596210479736,TRUE
"1576",16,"3 layer","medium large","Training error",29.7668285369873,TRUE
"1577",17,"3 layer","medium large","Training error",29.8498649597168,TRUE
"1578",18,"3 layer","medium large","Training error",29.4924011230469,TRUE
"1579",19,"3 layer","medium large","Training error",29.4859504699707,TRUE
"1580",20,"3 layer","medium large","Training error",29.4458045959473,TRUE
"1581",21,"3 layer","medium large","Training error",29.3978004455566,TRUE
"1582",22,"3 layer","medium large","Training error",29.2642250061035,TRUE
"1583",23,"3 layer","medium large","Training error",29.3699245452881,TRUE
"1584",24,"3 layer","medium large","Training error",29.452938079834,TRUE
"1585",25,"3 layer","medium large","Training error",29.4286041259766,TRUE
"1586",26,"3 layer","medium large","Training error",29.1000747680664,TRUE
"1587",27,"3 layer","medium large","Training error",29.5186901092529,TRUE
"1588",28,"3 layer","medium large","Training error",29.1720409393311,TRUE
"1589",29,"3 layer","medium large","Training error",29.2409534454346,TRUE
"1590",30,"3 layer","medium large","Training error",29.1757698059082,TRUE
"1591",1,"3 layer","medium small","Training error",104.886566162109,TRUE
"1592",2,"3 layer","medium small","Training error",71.7806625366211,TRUE
"1593",3,"3 layer","medium small","Training error",43.857852935791,TRUE
"1594",4,"3 layer","medium small","Training error",31.3895797729492,TRUE
"1595",5,"3 layer","medium small","Training error",30.7244300842285,TRUE
"1596",6,"3 layer","medium small","Training error",30.6779155731201,TRUE
"1597",7,"3 layer","medium small","Training error",30.7101936340332,TRUE
"1598",8,"3 layer","medium small","Training error",30.6110343933105,TRUE
"1599",9,"3 layer","medium small","Training error",30.5765628814697,TRUE
"1600",10,"3 layer","medium small","Training error",30.5198822021484,TRUE
"1601",11,"3 layer","medium small","Training error",30.4691104888916,TRUE
"1602",12,"3 layer","medium small","Training error",30.4474601745605,TRUE
"1603",13,"3 layer","medium small","Training error",30.4079742431641,TRUE
"1604",14,"3 layer","medium small","Training error",30.4397735595703,TRUE
"1605",15,"3 layer","medium small","Training error",30.3421230316162,TRUE
"1606",16,"3 layer","medium small","Training error",30.3873748779297,TRUE
"1607",17,"3 layer","medium small","Training error",30.407169342041,TRUE
"1608",18,"3 layer","medium small","Training error",30.3486080169678,TRUE
"1609",19,"3 layer","medium small","Training error",30.200756072998,TRUE
"1610",20,"3 layer","medium small","Training error",30.2496719360352,TRUE
"1611",21,"3 layer","medium small","Training error",30.271411895752,TRUE
"1612",22,"3 layer","medium small","Training error",30.2025737762451,TRUE
"1613",23,"3 layer","medium small","Training error",30.085298538208,TRUE
"1614",24,"3 layer","medium small","Training error",30.0552158355713,TRUE
"1615",25,"3 layer","medium small","Training error",30.1598224639893,TRUE
"1616",26,"3 layer","medium small","Training error",30.0049743652344,TRUE
"1617",27,"3 layer","medium small","Training error",30.0599155426025,TRUE
"1618",28,"3 layer","medium small","Training error",30.0315017700195,TRUE
"1619",29,"3 layer","medium small","Training error",29.9741058349609,TRUE
"1620",30,"3 layer","medium small","Training error",29.9973659515381,TRUE
"1621",1,"3 layer","mega","Training error",60.2615852355957,TRUE
"1622",2,"3 layer","mega","Training error",31.0700778961182,TRUE
"1623",3,"3 layer","mega","Training error",30.9156684875488,TRUE
"1624",4,"3 layer","mega","Training error",30.8227596282959,TRUE
"1625",5,"3 layer","mega","Training error",30.6255779266357,TRUE
"1626",6,"3 layer","mega","Training error",30.6167831420898,TRUE
"1627",7,"3 layer","mega","Training error",30.4708251953125,TRUE
"1628",8,"3 layer","mega","Training error",30.3146781921387,TRUE
"1629",9,"3 layer","mega","Training error",30.1413688659668,TRUE
"1630",10,"3 layer","mega","Training error",30.0089893341064,TRUE
"1631",11,"3 layer","mega","Training error",29.920503616333,TRUE
"1632",12,"3 layer","mega","Training error",29.8924770355225,TRUE
"1633",13,"3 layer","mega","Training error",29.6713943481445,TRUE
"1634",14,"3 layer","mega","Training error",29.6580791473389,TRUE
"1635",15,"3 layer","mega","Training error",29.7935066223145,TRUE
"1636",16,"3 layer","mega","Training error",29.5892448425293,TRUE
"1637",17,"3 layer","mega","Training error",29.7095184326172,TRUE
"1638",18,"3 layer","mega","Training error",29.6865463256836,TRUE
"1639",19,"3 layer","mega","Training error",29.6294898986816,TRUE
"1640",20,"3 layer","mega","Training error",29.6256885528564,TRUE
"1641",21,"3 layer","mega","Training error",29.6712646484375,TRUE
"1642",22,"3 layer","mega","Training error",29.3764686584473,TRUE
"1643",23,"3 layer","mega","Training error",29.4813041687012,TRUE
"1644",24,"3 layer","mega","Training error",29.4869785308838,TRUE
"1645",25,"3 layer","mega","Training error",29.3839530944824,TRUE
"1646",26,"3 layer","mega","Training error",29.5585975646973,TRUE
"1647",27,"3 layer","mega","Training error",29.3652458190918,TRUE
"1648",28,"3 layer","mega","Training error",29.2982807159424,TRUE
"1649",29,"3 layer","mega","Training error",29.2712783813477,TRUE
"1650",30,"3 layer","mega","Training error",29.3774642944336,TRUE
"1651",1,"3 layer","small","Training error",128.350128173828,TRUE
"1652",2,"3 layer","small","Training error",103.26033782959,TRUE
"1653",3,"3 layer","small","Training error",78.0061798095703,TRUE
"1654",4,"3 layer","small","Training error",56.8150672912598,TRUE
"1655",5,"3 layer","small","Training error",39.9382858276367,TRUE
"1656",6,"3 layer","small","Training error",31.8419094085693,TRUE
"1657",7,"3 layer","small","Training error",31.1076278686523,TRUE
"1658",8,"3 layer","small","Training error",31.0921497344971,TRUE
"1659",9,"3 layer","small","Training error",31.0366802215576,TRUE
"1660",10,"3 layer","small","Training error",31.0794086456299,TRUE
"1661",11,"3 layer","small","Training error",31.0115909576416,TRUE
"1662",12,"3 layer","small","Training error",30.9823188781738,TRUE
"1663",13,"3 layer","small","Training error",30.9480419158936,TRUE
"1664",14,"3 layer","small","Training error",30.8889331817627,TRUE
"1665",15,"3 layer","small","Training error",30.8966808319092,TRUE
"1666",16,"3 layer","small","Training error",30.8766269683838,TRUE
"1667",17,"3 layer","small","Training error",30.8376178741455,TRUE
"1668",18,"3 layer","small","Training error",30.8562316894531,TRUE
"1669",19,"3 layer","small","Training error",30.8382530212402,TRUE
"1670",20,"3 layer","small","Training error",30.7940006256104,TRUE
"1671",21,"3 layer","small","Training error",30.811767578125,TRUE
"1672",22,"3 layer","small","Training error",30.804744720459,TRUE
"1673",23,"3 layer","small","Training error",30.8299980163574,TRUE
"1674",24,"3 layer","small","Training error",30.7834529876709,TRUE
"1675",25,"3 layer","small","Training error",30.769926071167,TRUE
"1676",26,"3 layer","small","Training error",30.7572898864746,TRUE
"1677",27,"3 layer","small","Training error",30.7675342559814,TRUE
"1678",28,"3 layer","small","Training error",30.7442684173584,TRUE
"1679",29,"3 layer","small","Training error",30.7214813232422,TRUE
"1680",30,"3 layer","small","Training error",30.7716846466064,TRUE
"1681",1,"4 layer","huge","Training error",79.14599609375,TRUE
"1682",2,"4 layer","huge","Training error",32.3189544677734,TRUE
"1683",3,"4 layer","huge","Training error",30.6685924530029,TRUE
"1684",4,"4 layer","huge","Training error",30.6521453857422,TRUE
"1685",5,"4 layer","huge","Training error",30.5906639099121,TRUE
"1686",6,"4 layer","huge","Training error",30.3753147125244,TRUE
"1687",7,"4 layer","huge","Training error",30.3571224212646,TRUE
"1688",8,"4 layer","huge","Training error",30.2541408538818,TRUE
"1689",9,"4 layer","huge","Training error",30.1212062835693,TRUE
"1690",10,"4 layer","huge","Training error",29.9643859863281,TRUE
"1691",11,"4 layer","huge","Training error",29.7817268371582,TRUE
"1692",12,"4 layer","huge","Training error",29.5627346038818,TRUE
"1693",13,"4 layer","huge","Training error",29.6200466156006,TRUE
"1694",14,"4 layer","huge","Training error",29.5881195068359,TRUE
"1695",15,"4 layer","huge","Training error",29.5793876647949,TRUE
"1696",16,"4 layer","huge","Training error",29.3819561004639,TRUE
"1697",17,"4 layer","huge","Training error",29.8485221862793,TRUE
"1698",18,"4 layer","huge","Training error",29.4582366943359,TRUE
"1699",19,"4 layer","huge","Training error",29.384090423584,TRUE
"1700",20,"4 layer","huge","Training error",29.4562911987305,TRUE
"1701",21,"4 layer","huge","Training error",29.3052597045898,TRUE
"1702",22,"4 layer","huge","Training error",29.4982490539551,TRUE
"1703",23,"4 layer","huge","Training error",29.2334671020508,TRUE
"1704",24,"4 layer","huge","Training error",29.1554298400879,TRUE
"1705",25,"4 layer","huge","Training error",29.0853271484375,TRUE
"1706",26,"4 layer","huge","Training error",29.0985355377197,TRUE
"1707",27,"4 layer","huge","Training error",29.3810539245605,TRUE
"1708",28,"4 layer","huge","Training error",29.3430423736572,TRUE
"1709",29,"4 layer","huge","Training error",29.1311264038086,TRUE
"1710",30,"4 layer","huge","Training error",29.0798568725586,TRUE
"1711",1,"4 layer","large","Training error",87.8592758178711,TRUE
"1712",2,"4 layer","large","Training error",38.8412017822266,TRUE
"1713",3,"4 layer","large","Training error",30.6837940216064,TRUE
"1714",4,"4 layer","large","Training error",30.5794906616211,TRUE
"1715",5,"4 layer","large","Training error",30.5158081054688,TRUE
"1716",6,"4 layer","large","Training error",30.4340152740479,TRUE
"1717",7,"4 layer","large","Training error",30.2651519775391,TRUE
"1718",8,"4 layer","large","Training error",30.2423286437988,TRUE
"1719",9,"4 layer","large","Training error",30.0627155303955,TRUE
"1720",10,"4 layer","large","Training error",30.0377922058105,TRUE
"1721",11,"4 layer","large","Training error",29.9904174804688,TRUE
"1722",12,"4 layer","large","Training error",29.9223346710205,TRUE
"1723",13,"4 layer","large","Training error",29.9881992340088,TRUE
"1724",14,"4 layer","large","Training error",29.8763256072998,TRUE
"1725",15,"4 layer","large","Training error",29.489875793457,TRUE
"1726",16,"4 layer","large","Training error",29.7738399505615,TRUE
"1727",17,"4 layer","large","Training error",29.4368667602539,TRUE
"1728",18,"4 layer","large","Training error",29.3212337493896,TRUE
"1729",19,"4 layer","large","Training error",29.6232852935791,TRUE
"1730",20,"4 layer","large","Training error",29.2341384887695,TRUE
"1731",21,"4 layer","large","Training error",29.3746013641357,TRUE
"1732",22,"4 layer","large","Training error",29.4278583526611,TRUE
"1733",23,"4 layer","large","Training error",29.5262145996094,TRUE
"1734",24,"4 layer","large","Training error",29.4330730438232,TRUE
"1735",25,"4 layer","large","Training error",29.0290298461914,TRUE
"1736",26,"4 layer","large","Training error",29.3196868896484,TRUE
"1737",27,"4 layer","large","Training error",29.3542404174805,TRUE
"1738",28,"4 layer","large","Training error",29.261381149292,TRUE
"1739",29,"4 layer","large","Training error",29.1727981567383,TRUE
"1740",30,"4 layer","large","Training error",29.2605113983154,TRUE
"1741",1,"4 layer","medium","Training error",103.234596252441,TRUE
"1742",2,"4 layer","medium","Training error",70.037841796875,TRUE
"1743",3,"4 layer","medium","Training error",42.4508514404297,TRUE
